b'id',b'key',b'value',b'type' 
5670536084,b'denotation',b'urban',b'regular'
5670536084,b'natural',b'tree',b'regular'
5670536084,b'species',b'Morus rubra',b'regular'
5670536084,b'en',b'Red Mulberry',b'species'
5670536085,b'denotation',b'urban',b'regular'
5670536085,b'natural',b'tree',b'regular'
5670536085,b'species',b'Populus tremuloides',b'regular'
5670536085,b'en',b'Quaking Aspen',b'species'
5670536086,b'denotation',b'urban',b'regular'
5670536086,b'natural',b'tree',b'regular'
5670536086,b'species',b'Juniperus virginiana',b'regular'
5670536086,b'en',b'Red Cedar',b'species'
5670536087,b'denotation',b'urban',b'regular'
5670536087,b'natural',b'tree',b'regular'
5670536087,b'species',b'Pinus ponderosa',b'regular'
5670536087,b'en',b'Ponderosa Pine',b'species'
5670536088,b'denotation',b'urban',b'regular'
5670536088,b'natural',b'tree',b'regular'
5670536088,b'species',b'Pinus ponderosa',b'regular'
5670536088,b'en',b'Ponderosa Pine',b'species'
5670536089,b'denotation',b'urban',b'regular'
5670536089,b'natural',b'tree',b'regular'
5670536089,b'species',b'Cornus alternifolia',b'regular'
5670536089,b'en',b'Pagoda Dogwood',b'species'
5670536090,b'denotation',b'urban',b'regular'
5670536090,b'natural',b'tree',b'regular'
5670536090,b'species',b'Betula papyrifera',b'regular'
5670536090,b'en',b'Paper Birch',b'species'
5670536091,b'denotation',b'urban',b'regular'
5670536091,b'natural',b'tree',b'regular'
5670536091,b'species',b'Picea abies',b'regular'
5670536091,b'en',b'Norway Spruce',b'species'
5670536092,b'denotation',b'urban',b'regular'
5670536092,b'natural',b'tree',b'regular'
5670536092,b'species',b'Aesculus glabra',b'regular'
5670536092,b'en',b'Ohio Buckeye',b'species'
5670536093,b'denotation',b'urban',b'regular'
5670536093,b'natural',b'tree',b'regular'
5670536093,b'species',b'Acer platanoides',b'regular'
5670536093,b'en',b'Norway Maple',b'species'
5670536094,b'denotation',b'urban',b'regular'
5670536094,b'natural',b'tree',b'regular'
5670536094,b'species',b'Acer platanoides',b'regular'
5670536094,b'en',b'Norway Maple',b'species'
5670536095,b'denotation',b'urban',b'regular'
5670536095,b'natural',b'tree',b'regular'
5670536095,b'species',b'Viburnum lentago',b'regular'
5670536095,b'en',b'Nannyberry',b'species'
5670536096,b'denotation',b'urban',b'regular'
5670536096,b'natural',b'tree',b'regular'
5670536096,b'species',b'Quercus ellipsoidalis',b'regular'
5670536096,b'en',b'Northern Pin Oak',b'species'
5670536097,b'denotation',b'urban',b'regular'
5670536097,b'natural',b'tree',b'regular'
5670536097,b'species',b'Gymnocladus dioica',b'regular'
5670536097,b'en',b'Kentucky Coffeetree',b'species'
5670536098,b'denotation',b'urban',b'regular'
5670536098,b'natural',b'tree',b'regular'
5670536098,b'species',b'Magnolia x loeberi',b'regular'
5670536098,b'en',b'Loebner Magnolia',b'species'
5670536099,b'denotation',b'urban',b'regular'
5670536099,b'natural',b'tree',b'regular'
5670536099,b'species',b'Gymnocladus dioica',b'regular'
5670536099,b'en',b'Kentucky Coffeetree',b'species'
5670536100,b'denotation',b'urban',b'regular'
5670536100,b'natural',b'tree',b'regular'
5670536100,b'species',b'Gymnocladus dioicus',b'regular'
5670536100,b'en',b'Kentucky Coffeetree',b'species'
5670536101,b'denotation',b'urban',b'regular'
5670536101,b'natural',b'tree',b'regular'
5670536101,b'species',b'Pinus banksiana',b'regular'
5670536101,b'en',b'Jack Pine',b'species'
5670536102,b'denotation',b'urban',b'regular'
5670536102,b'natural',b'tree',b'regular'
5670536102,b'species',b'Cercidiphyllum japonicum',b'regular'
5670536102,b'en',b'Katsura',b'species'
5670536103,b'denotation',b'urban',b'regular'
5670536103,b'natural',b'tree',b'regular'
5670536103,b'species',b'Gleditsia triacanthos',b'regular'
5670536103,b'en',b'Honey Locust',b'species'
5670536104,b'denotation',b'urban',b'regular'
5670536104,b'natural',b'tree',b'regular'
5670536104,b'species',b'Pinus banksiana',b'regular'
5670536104,b'en',b'Jack Pine',b'species'
5670536105,b'denotation',b'urban',b'regular'
5670536105,b'natural',b'tree',b'regular'
5670536105,b'species',b'Cornus racemosa',b'regular'
5670536105,b'en',b'Gray Dogwood',b'species'
5670536106,b'denotation',b'urban',b'regular'
5670536106,b'natural',b'tree',b'regular'
5670536106,b'species',b'Ostrya virginiana',b'regular'
5670536106,b'en',b'American Hophornbeam',b'species'
5670536107,b'denotation',b'urban',b'regular'
5670536107,b'natural',b'tree',b'regular'
5670536107,b'species',b'Salix x sepulcralis',b'regular'
5670536107,b'en',b'Golden Weeping Willow',b'species'
5670536108,b'denotation',b'urban',b'regular'
5670536108,b'natural',b'tree',b'regular'
5670536108,b'species',b'Cornus racemosa',b'regular'
5670536108,b'en',b'Gray Dogwood',b'species'
5670536109,b'denotation',b'urban',b'regular'
5670536109,b'natural',b'tree',b'regular'
5670536109,b'species',b'Quercus robur',b'regular'
5670536109,b'en',b'English Oak',b'species'
5670536110,b'denotation',b'urban',b'regular'
5670536110,b'natural',b'tree',b'regular'
5670536110,b'species',b'Ginkgo biloba',b'regular'
5670536110,b'en',b'Ginkgo Tree',b'species'
5670536111,b'denotation',b'urban',b'regular'
5670536111,b'natural',b'tree',b'regular'
5670536111,b'species',b'Pinus strobus',b'regular'
5670536111,b'en',b'Eastern White Pine',b'species'
5670536112,b'denotation',b'urban',b'regular'
5670536112,b'natural',b'tree',b'regular'
5670536112,b'species',b'Quercus robur',b'regular'
5670536112,b'en',b'English Oak',b'species'
5670536113,b'denotation',b'urban',b'regular'
5670536113,b'natural',b'tree',b'regular'
5670536113,b'species',b'Crataegus punctata',b'regular'
5670536113,b'en',b'Dotted Hawthorn',b'species'
5670536114,b'denotation',b'urban',b'regular'
5670536114,b'natural',b'tree',b'regular'
5670536114,b'species',b'Tsuga canadensis',b'regular'
5670536114,b'en',b'Eastern Hemlock',b'species'
5670536115,b'denotation',b'urban',b'regular'
5670536115,b'natural',b'tree',b'regular'
5670536115,b'species',b'populus deltoides',b'regular'
5670536115,b'en',b'Cottonwood',b'species'
5670536116,b'denotation',b'urban',b'regular'
5670536116,b'natural',b'tree',b'regular'
5670536116,b'species',b'Populus deltoides',b'regular'
5670536116,b'en',b'Cottonwood',b'species'
5670536117,b'denotation',b'urban',b'regular'
5670536117,b'natural',b'tree',b'regular'
5670536117,b'species',b'Celtis occidentalis',b'regular'
5670536117,b'en',b'Common Hackberry',b'species'
5670536118,b'denotation',b'urban',b'regular'
5670536118,b'natural',b'tree',b'regular'
5670536118,b'species',b'Amelanchier arborea',b'regular'
5670536118,b'en',b'Common Serviceberry',b'species'
5670536119,b'denotation',b'urban',b'regular'
5670536119,b'natural',b'tree',b'regular'
5670536119,b'species',b'Cratageus crus-gali',b'regular'
5670536119,b'en',b'Cockspur Hawthorn',b'species'
5670536120,b'denotation',b'urban',b'regular'
5670536120,b'natural',b'tree',b'regular'
5670536120,b'species',b'Picea pungens',b'regular'
5670536120,b'en',b'Colorado Spruce',b'species'
5670536221,b'denotation',b'urban',b'regular'
5670536221,b'natural',b'tree',b'regular'
5670536221,b'species',b'Quercus muehlenbergil',b'regular'
5670536221,b'en',b'Chinkapin Oak',b'species'
5670536222,b'denotation',b'urban',b'regular'
5670536222,b'natural',b'tree',b'regular'
5670536222,b'species',b'Prunus americana',b'regular'
5670536222,b'en',b'Chokecherry',b'species'
5670536223,b'denotation',b'urban',b'regular'
5670536223,b'natural',b'tree',b'regular'
5670536223,b'species',b'Juglans cinerea',b'regular'
5670536223,b'en',b'Butternut',b'species'
5670536224,b'denotation',b'urban',b'regular'
5670536224,b'natural',b'tree',b'regular'
5670536224,b'species',b'Juglans cinerea',b'regular'
5670536224,b'en',b'Butternut',b'species'
5670536225,b'denotation',b'urban',b'regular'
5670536225,b'natural',b'tree',b'regular'
5670536225,b'species',b'Quercus macrocarpa',b'regular'
5670536225,b'en',b'Bur Oak',b'species'
5670536226,b'denotation',b'urban',b'regular'
5670536226,b'natural',b'tree',b'regular'
5670536226,b'species',b'Quercus macrocarpa',b'regular'
5670536226,b'en',b'Bur Oak',b'species'
5670536227,b'denotation',b'urban',b'regular'
5670536227,b'natural',b'tree',b'regular'
5670536227,b'species',b'Fraxinus quadrangulata',b'regular'
5670536227,b'en',b'Blue Ash',b'species'
5670536228,b'denotation',b'urban',b'regular'
5670536228,b'natural',b'tree',b'regular'
5670536228,b'species',b'Acer negundo',b'regular'
5670536228,b'en',b'Boxelder',b'species'
5670536229,b'denotation',b'urban',b'regular'
5670536229,b'natural',b'tree',b'regular'
5670536229,b'species',b'Jugians nigra',b'regular'
5670536229,b'en',b'Black Walnut',b'species'
5670536230,b'denotation',b'urban',b'regular'
5670536230,b'natural',b'tree',b'regular'
5670536230,b'species',b'Salix nigra',b'regular'
5670536230,b'en',b'Black Willow',b'species'
5670536231,b'denotation',b'urban',b'regular'
5670536231,b'natural',b'tree',b'regular'
5670536231,b'species',b'Quercus velutina',b'regular'
5670536231,b'en',b'Black Oak',b'species'
5670536232,b'denotation',b'urban',b'regular'
5670536232,b'natural',b'tree',b'regular'
5670536232,b'species',b'Picea mariana',b'regular'
5670536232,b'en',b'Black Spruce',b'species'
5670536233,b'denotation',b'urban',b'regular'
5670536233,b'natural',b'tree',b'regular'
5670536233,b'species',b'Prunus serotina',b'regular'
5670536233,b'en',b'Black Cherry',b'species'
5670536234,b'denotation',b'urban',b'regular'
5670536234,b'natural',b'tree',b'regular'
5670536234,b'species',b'Prunus serotina',b'regular'
5670536234,b'en',b'Black Cherry',b'species'
5670536235,b'denotation',b'urban',b'regular'
5670536235,b'natural',b'tree',b'regular'
5670536235,b'species',b'Populus grandidentata',b'regular'
5670536235,b'en',b'Bigtooth Aspen',b'species'
5670536236,b'denotation',b'urban',b'regular'
5670536236,b'natural',b'tree',b'regular'
5670536236,b'species',b'Carya cordiformi',b'regular'
5670536236,b'en',b'Bitternut Hickory',b'species'
5670536237,b'denotation',b'urban',b'regular'
5670536237,b'natural',b'tree',b'regular'
5670536237,b'species',b'Hamamelis virginiana',b'regular'
5670536237,b'en',b'American Witch-Hazel',b'species'
5670536238,b'denotation',b'urban',b'regular'
5670536238,b'natural',b'tree',b'regular'
5670536238,b'species',b'Abies balsamea',b'regular'
5670536238,b'en',b'Balsam Fir',b'species'
5670536239,b'denotation',b'urban',b'regular'
5670536239,b'natural',b'tree',b'regular'
5670536239,b'species',b'Prunus americana',b'regular'
5670536239,b'en',b'American Plum',b'species'
5670536240,b'denotation',b'urban',b'regular'
5670536240,b'natural',b'tree',b'regular'
5670536240,b'species',b'Platanus occidentalis',b'regular'
5670536240,b'en',b'American Sycamore',b'species'
5670536241,b'denotation',b'urban',b'regular'
5670536241,b'natural',b'tree',b'regular'
5670536241,b'species',b'Ulmus americana',b'regular'
5670536241,b'en',b'American Elm',b'species'
5670536242,b'denotation',b'urban',b'regular'
5670536242,b'natural',b'tree',b'regular'
5670536242,b'species',b'Corylus americana',b'regular'
5670536242,b'en',b'American Hazel',b'species'
5670536243,b'denotation',b'urban',b'regular'
5670536243,b'natural',b'tree',b'regular'
5670536243,b'species',b'Tilia americana',b'regular'
5670536243,b'en',b'American Basswood',b'species'
5670536244,b'denotation',b'urban',b'regular'
5670536244,b'natural',b'tree',b'regular'
5670536244,b'species',b'Fagus grandifolia',b'regular'
5670536244,b'en',b'American Beech',b'species'
5670536245,b'denotation',b'urban',b'regular'
5670536245,b'natural',b'tree',b'regular'
5670536245,b'species',b'Tilia americana',b'regular'
5670536245,b'en',b'American Basswood',b'species'
5673083186,b'door',b'yes',b'regular'
5673083186,b'level',b'0',b'regular'
5673083187,b'door',b'yes',b'regular'
5673083187,b'level',b'0',b'regular'
5673083188,b'door',b'yes',b'regular'
5673083188,b'level',b'0',b'regular'
5673083189,b'door',b'yes',b'regular'
5673083189,b'level',b'0',b'regular'
5673083190,b'door',b'yes',b'regular'
5673083190,b'entrance',b'service',b'regular'
5673083190,b'level',b'0',b'regular'
5673083191,b'door',b'overhead',b'regular'
5673083191,b'level',b'0',b'regular'
5673083192,b'door',b'overhead',b'regular'
5673083192,b'level',b'0',b'regular'
5673083193,b'door',b'yes',b'regular'
5673083193,b'level',b'0',b'regular'
5673083194,b'door',b'yes',b'regular'
5673083194,b'entrance',b'yes',b'regular'
5673083194,b'level',b'0',b'regular'
5673083195,b'door',b'yes',b'regular'
5673083195,b'level',b'0',b'regular'
5673083200,b'door',b'yes',b'regular'
5673083200,b'level',b'0',b'regular'
5673083201,b'door',b'yes',b'regular'
5673083201,b'level',b'0',b'regular'
5673083202,b'door',b'yes',b'regular'
5673083202,b'level',b'0',b'regular'
5673083203,b'door',b'yes',b'regular'
5673083203,b'level',b'0',b'regular'
5673083204,b'door',b'yes',b'regular'
5673083204,b'level',b'0',b'regular'
5673083205,b'door',b'yes',b'regular'
5673083205,b'level',b'0',b'regular'
5673083206,b'door',b'yes',b'regular'
5673083206,b'level',b'0',b'regular'
5673083207,b'door',b'yes',b'regular'
5673083207,b'level',b'0',b'regular'
5673083208,b'door',b'yes',b'regular'
5673083208,b'level',b'0',b'regular'
5673083209,b'door',b'yes',b'regular'
5673083209,b'level',b'0',b'regular'
5673083210,b'door',b'yes',b'regular'
5673083210,b'level',b'0',b'regular'
5673083211,b'door',b'yes',b'regular'
5673083211,b'level',b'0',b'regular'
5673083212,b'door',b'yes',b'regular'
5673083212,b'level',b'0',b'regular'
5673083213,b'door',b'yes',b'regular'
5673083213,b'level',b'0',b'regular'
5673083214,b'door',b'yes',b'regular'
5673083214,b'level',b'0',b'regular'
5673083215,b'door',b'yes',b'regular'
5673083215,b'level',b'0',b'regular'
5673083216,b'door',b'yes',b'regular'
5673083216,b'level',b'0',b'regular'
5673083217,b'door',b'yes',b'regular'
5673083217,b'level',b'0',b'regular'
5673083218,b'door',b'yes',b'regular'
5673083218,b'level',b'0',b'regular'
5673083219,b'door',b'yes',b'regular'
5673083219,b'level',b'0',b'regular'
5673083220,b'door',b'yes',b'regular'
5673083220,b'level',b'0',b'regular'
5673084021,b'door',b'yes',b'regular'
5673084021,b'level',b'0',b'regular'
5673084022,b'door',b'yes',b'regular'
5673084022,b'level',b'0',b'regular'
5673084023,b'door',b'yes',b'regular'
5673084023,b'level',b'0',b'regular'
5673084024,b'door',b'yes',b'regular'
5673084024,b'level',b'0',b'regular'
5673084025,b'door',b'yes',b'regular'
5673084025,b'level',b'0',b'regular'
5673084026,b'door',b'yes',b'regular'
5673084026,b'level',b'0',b'regular'
5673084027,b'door',b'yes',b'regular'
5673084027,b'level',b'0',b'regular'
5673084028,b'door',b'yes',b'regular'
5673084028,b'level',b'0',b'regular'
5673084029,b'door',b'yes',b'regular'
5673084029,b'level',b'0',b'regular'
5673084030,b'door',b'yes',b'regular'
5673084030,b'level',b'0',b'regular'
5673084031,b'door',b'yes',b'regular'
5673084031,b'level',b'0',b'regular'
5673084032,b'door',b'yes',b'regular'
5673084032,b'level',b'0',b'regular'
5673084033,b'door',b'yes',b'regular'
5673084033,b'level',b'0',b'regular'
5673084034,b'door',b'yes',b'regular'
5673084034,b'level',b'0',b'regular'
5673084035,b'door',b'yes',b'regular'
5673084035,b'level',b'0',b'regular'
5673084036,b'door',b'yes',b'regular'
5673084036,b'level',b'0',b'regular'
5673084037,b'door',b'yes',b'regular'
5673084037,b'level',b'0',b'regular'
5673084038,b'door',b'yes',b'regular'
5673084038,b'level',b'0',b'regular'
5673084039,b'door',b'yes',b'regular'
5673084039,b'level',b'0',b'regular'
5673084040,b'door',b'yes',b'regular'
5673084040,b'level',b'0',b'regular'
5673084041,b'door',b'yes',b'regular'
5673084041,b'level',b'0',b'regular'
5673084042,b'door',b'yes',b'regular'
5673084042,b'level',b'0',b'regular'
5673084043,b'door',b'yes',b'regular'
5673084043,b'level',b'0',b'regular'
5673084044,b'door',b'yes',b'regular'
5673084044,b'level',b'0',b'regular'
5673084045,b'door',b'yes',b'regular'
5673084045,b'level',b'0',b'regular'
5673084046,b'door',b'yes',b'regular'
5673084046,b'level',b'0',b'regular'
5673084047,b'door',b'yes',b'regular'
5673084047,b'level',b'0',b'regular'
5673084048,b'door',b'yes',b'regular'
5673084048,b'level',b'0',b'regular'
5673084049,b'door',b'yes',b'regular'
5673084049,b'level',b'0',b'regular'
5673084050,b'door',b'yes',b'regular'
5673084050,b'level',b'0',b'regular'
5673084051,b'door',b'yes',b'regular'
5673084051,b'level',b'0',b'regular'
5673084052,b'door',b'yes',b'regular'
5673084052,b'level',b'0',b'regular'
5673084053,b'door',b'yes',b'regular'
5673084053,b'level',b'0',b'regular'
5673084054,b'door',b'yes',b'regular'
5673084054,b'level',b'0',b'regular'
5673084055,b'door',b'yes',b'regular'
5673084055,b'level',b'0',b'regular'
5673084056,b'door',b'yes',b'regular'
5673084056,b'level',b'0',b'regular'
5673084057,b'door',b'yes',b'regular'
5673084057,b'level',b'0',b'regular'
5673084058,b'door',b'yes',b'regular'
5673084058,b'level',b'0',b'regular'
5673084059,b'door',b'yes',b'regular'
5673084059,b'level',b'0',b'regular'
5673084060,b'door',b'yes',b'regular'
5673084060,b'level',b'0',b'regular'
5673084061,b'door',b'yes',b'regular'
5673084061,b'level',b'0',b'regular'
5673084062,b'door',b'yes',b'regular'
5673084062,b'level',b'0',b'regular'
5673084063,b'door',b'yes',b'regular'
5673084063,b'level',b'0',b'regular'
5673084064,b'door',b'yes',b'regular'
5673084064,b'level',b'0',b'regular'
5673084065,b'door',b'yes',b'regular'
5673084065,b'level',b'0',b'regular'
5673084066,b'door',b'yes',b'regular'
5673084066,b'level',b'0',b'regular'
5676069320,b'amenity',b'atm',b'regular'
5676069878,b'amenity',b'university',b'regular'
5676069878,b'name',b'Kenosha County UW-Extension',b'regular'
5676069879,b'amenity',b'social_facility',b'regular'
5676069879,b'name',b'Kenosha County Human Services',b'regular'
5676070041,b'amenity',b'restaurant',b'regular'
5676070041,b'name',b'Pizza Express',b'regular'
5682695920,b'door',b'yes',b'regular'
5682695920,b'level',b'3',b'regular'
5682696021,b'door',b'yes',b'regular'
5682696021,b'level',b'3',b'regular'
5682696022,b'door',b'yes',b'regular'
5682696022,b'level',b'3',b'regular'
5682696023,b'door',b'yes',b'regular'
5682696023,b'level',b'3',b'regular'
5682696024,b'door',b'yes',b'regular'
5682696024,b'level',b'3',b'regular'
5682696025,b'door',b'yes',b'regular'
5682696025,b'level',b'3',b'regular'
5682696026,b'door',b'yes',b'regular'
5682696026,b'level',b'3',b'regular'
5682696027,b'door',b'yes',b'regular'
5682696027,b'level',b'3',b'regular'
5682696028,b'door',b'yes',b'regular'
5682696028,b'level',b'3',b'regular'
5682696029,b'door',b'yes',b'regular'
5682696029,b'level',b'3',b'regular'
5682696030,b'door',b'yes',b'regular'
5682696030,b'level',b'3',b'regular'
5682696031,b'door',b'yes',b'regular'
5682696031,b'level',b'3',b'regular'
5682696032,b'door',b'yes',b'regular'
5682696032,b'level',b'3',b'regular'
5682696033,b'door',b'yes',b'regular'
5682696033,b'level',b'3',b'regular'
5682696034,b'door',b'yes',b'regular'
5682696034,b'level',b'3',b'regular'
5682696035,b'door',b'yes',b'regular'
5682696035,b'level',b'3',b'regular'
5682696036,b'door',b'yes',b'regular'
5682696036,b'level',b'3',b'regular'
5682696037,b'door',b'yes',b'regular'
5682696037,b'level',b'3',b'regular'
5682696038,b'door',b'yes',b'regular'
5682696038,b'level',b'3',b'regular'
5682696039,b'door',b'yes',b'regular'
5682696039,b'level',b'3',b'regular'
5682696040,b'door',b'yes',b'regular'
5682696040,b'level',b'3',b'regular'
5682696041,b'door',b'yes',b'regular'
5682696041,b'level',b'3',b'regular'
5682696042,b'door',b'yes',b'regular'
5682696042,b'level',b'3',b'regular'
5682696043,b'door',b'yes',b'regular'
5682696043,b'level',b'3',b'regular'
5682696044,b'door',b'yes',b'regular'
5682696044,b'level',b'3',b'regular'
5682696045,b'door',b'yes',b'regular'
5682696045,b'level',b'3',b'regular'
5682696046,b'door',b'yes',b'regular'
5682696046,b'level',b'3',b'regular'
5682696047,b'door',b'yes',b'regular'
5682696047,b'level',b'3',b'regular'
5682696048,b'door',b'yes',b'regular'
5682696048,b'level',b'3',b'regular'
5682696049,b'door',b'yes',b'regular'
5682696049,b'level',b'3',b'regular'
5682696050,b'door',b'yes',b'regular'
5682696050,b'level',b'3',b'regular'
5682696051,b'door',b'yes',b'regular'
5682696051,b'level',b'3',b'regular'
5682696052,b'door',b'yes',b'regular'
5682696052,b'level',b'3',b'regular'
5682696053,b'door',b'yes',b'regular'
5682696053,b'level',b'3',b'regular'
5682696054,b'door',b'yes',b'regular'
5682696054,b'level',b'3',b'regular'
5682696055,b'door',b'yes',b'regular'
5682696055,b'level',b'3',b'regular'
5682696056,b'door',b'yes',b'regular'
5682696056,b'level',b'3',b'regular'
5682696057,b'door',b'yes',b'regular'
5682696057,b'level',b'3',b'regular'
5682696058,b'door',b'yes',b'regular'
5682696058,b'level',b'3',b'regular'
5682696059,b'door',b'yes',b'regular'
5682696059,b'level',b'3',b'regular'
5682696060,b'door',b'yes',b'regular'
5682696060,b'level',b'3',b'regular'
5682696061,b'door',b'yes',b'regular'
5682696061,b'level',b'3',b'regular'
5682696062,b'door',b'yes',b'regular'
5682696062,b'level',b'3',b'regular'
5682696063,b'door',b'yes',b'regular'
5682696063,b'level',b'3',b'regular'
5682696064,b'door',b'yes',b'regular'
5682696064,b'level',b'3',b'regular'
5682696065,b'door',b'yes',b'regular'
5682696065,b'level',b'3',b'regular'
5682696066,b'door',b'yes',b'regular'
5682696066,b'level',b'3',b'regular'
5682696067,b'door',b'yes',b'regular'
5682696067,b'level',b'3',b'regular'
5682696068,b'door',b'yes',b'regular'
5682696068,b'level',b'3',b'regular'
5682696069,b'door',b'yes',b'regular'
5682696069,b'level',b'3',b'regular'
5682696070,b'door',b'yes',b'regular'
5682696070,b'level',b'3',b'regular'
5682696071,b'door',b'yes',b'regular'
5682696071,b'level',b'3',b'regular'
5682696072,b'door',b'yes',b'regular'
5682696072,b'level',b'3',b'regular'
5682696073,b'door',b'yes',b'regular'
5682696073,b'level',b'3',b'regular'
5682696074,b'door',b'yes',b'regular'
5682696074,b'level',b'3',b'regular'
5682696075,b'door',b'yes',b'regular'
5682696075,b'level',b'3',b'regular'
5682696076,b'door',b'yes',b'regular'
5682696076,b'level',b'3',b'regular'
5682696077,b'door',b'yes',b'regular'
5682696077,b'level',b'3',b'regular'
5682696078,b'door',b'yes',b'regular'
5682696078,b'level',b'3',b'regular'
5682696079,b'door',b'yes',b'regular'
5682696079,b'level',b'3',b'regular'
5682696080,b'door',b'yes',b'regular'
5682696080,b'level',b'3',b'regular'
5682696081,b'door',b'yes',b'regular'
5682696081,b'level',b'3',b'regular'
5682696082,b'door',b'yes',b'regular'
5682696082,b'level',b'3',b'regular'
5682696083,b'door',b'yes',b'regular'
5682696083,b'level',b'3',b'regular'
5682696084,b'door',b'yes',b'regular'
5682696084,b'level',b'3',b'regular'
5682696085,b'door',b'yes',b'regular'
5682696085,b'level',b'3',b'regular'
5682696086,b'door',b'yes',b'regular'
5682696086,b'level',b'3',b'regular'
5682696087,b'door',b'yes',b'regular'
5682696087,b'level',b'3',b'regular'
5682696088,b'door',b'yes',b'regular'
5682696088,b'level',b'3',b'regular'
5682696089,b'door',b'yes',b'regular'
5682696089,b'level',b'3',b'regular'
5682696090,b'door',b'yes',b'regular'
5682696090,b'level',b'3',b'regular'
5682696091,b'door',b'yes',b'regular'
5682696091,b'level',b'3',b'regular'
5682696092,b'door',b'yes',b'regular'
5682696092,b'level',b'3',b'regular'
5682696093,b'door',b'yes',b'regular'
5682696093,b'level',b'3',b'regular'
5682696094,b'door',b'yes',b'regular'
5682696094,b'level',b'3',b'regular'
5682696095,b'door',b'yes',b'regular'
5682696095,b'level',b'3',b'regular'
5682696096,b'door',b'yes',b'regular'
5682696096,b'level',b'3',b'regular'
5682696097,b'door',b'yes',b'regular'
5682696097,b'level',b'3',b'regular'
5682696098,b'door',b'yes',b'regular'
5682696098,b'level',b'3',b'regular'
5682696099,b'door',b'yes',b'regular'
5682696099,b'level',b'3',b'regular'
5682696100,b'door',b'yes',b'regular'
5682696100,b'level',b'3',b'regular'
5682696101,b'door',b'yes',b'regular'
5682696101,b'level',b'3',b'regular'
5682696102,b'door',b'yes',b'regular'
5682696102,b'level',b'3',b'regular'
5682696103,b'door',b'yes',b'regular'
5682696103,b'level',b'3',b'regular'
5682696104,b'door',b'yes',b'regular'
5682696104,b'level',b'3',b'regular'
5682696105,b'door',b'yes',b'regular'
5682696105,b'level',b'3',b'regular'
5682696106,b'door',b'yes',b'regular'
5682696106,b'level',b'3',b'regular'
5682696107,b'door',b'yes',b'regular'
5682696107,b'level',b'3',b'regular'
5682696303,b'door',b'yes',b'regular'
5682696303,b'level',b'2',b'regular'
5682696304,b'door',b'yes',b'regular'
5682696304,b'level',b'2',b'regular'
5682696305,b'door',b'yes',b'regular'
5682696305,b'level',b'2',b'regular'
5682696306,b'door',b'yes',b'regular'
5682696306,b'level',b'2',b'regular'
5682696307,b'door',b'yes',b'regular'
5682696307,b'level',b'2',b'regular'
5682696308,b'door',b'yes',b'regular'
5682696308,b'level',b'2',b'regular'
5682696309,b'door',b'yes',b'regular'
5682696309,b'level',b'2',b'regular'
5682696310,b'door',b'yes',b'regular'
5682696310,b'level',b'2',b'regular'
5682696311,b'door',b'yes',b'regular'
5682696311,b'level',b'2',b'regular'
5682696312,b'door',b'yes',b'regular'
5682696312,b'level',b'2',b'regular'
5682696313,b'door',b'yes',b'regular'
5682696313,b'level',b'2',b'regular'
5682696314,b'door',b'yes',b'regular'
5682696314,b'level',b'2',b'regular'
5682696315,b'door',b'yes',b'regular'
5682696315,b'level',b'2',b'regular'
5682696316,b'door',b'yes',b'regular'
5682696316,b'level',b'2',b'regular'
5682696317,b'door',b'yes',b'regular'
5682696317,b'level',b'2',b'regular'
5682696318,b'door',b'yes',b'regular'
5682696318,b'level',b'2',b'regular'
5682696319,b'door',b'yes',b'regular'
5682696319,b'level',b'2',b'regular'
5682696320,b'door',b'yes',b'regular'
5682696320,b'level',b'2',b'regular'
5682696321,b'door',b'yes',b'regular'
5682696321,b'level',b'2',b'regular'
5682696322,b'door',b'yes',b'regular'
5682696322,b'level',b'2',b'regular'
5682696323,b'door',b'yes',b'regular'
5682696323,b'level',b'2',b'regular'
5682696324,b'door',b'yes',b'regular'
5682696324,b'level',b'2',b'regular'
5682696325,b'door',b'yes',b'regular'
5682696325,b'level',b'2',b'regular'
5682696326,b'door',b'yes',b'regular'
5682696326,b'level',b'2',b'regular'
5682696327,b'door',b'yes',b'regular'
5682696327,b'level',b'2',b'regular'
5682696328,b'door',b'yes',b'regular'
5682696328,b'level',b'2',b'regular'
5682696329,b'door',b'yes',b'regular'
5682696329,b'level',b'2',b'regular'
5682696330,b'door',b'yes',b'regular'
5682696330,b'level',b'2',b'regular'
5682696331,b'door',b'yes',b'regular'
5682696331,b'level',b'2',b'regular'
5682696332,b'door',b'yes',b'regular'
5682696332,b'level',b'2',b'regular'
5682696333,b'door',b'yes',b'regular'
5682696333,b'level',b'2',b'regular'
5682696334,b'door',b'yes',b'regular'
5682696334,b'level',b'2',b'regular'
5682696335,b'door',b'yes',b'regular'
5682696335,b'level',b'2',b'regular'
5682696336,b'door',b'yes',b'regular'
5682696336,b'level',b'2',b'regular'
5682696337,b'door',b'yes',b'regular'
5682696337,b'level',b'2',b'regular'
5682696338,b'door',b'yes',b'regular'
5682696338,b'level',b'2',b'regular'
5682696339,b'door',b'yes',b'regular'
5682696339,b'level',b'2',b'regular'
5682696340,b'door',b'yes',b'regular'
5682696340,b'level',b'2',b'regular'
5682696341,b'door',b'yes',b'regular'
5682696341,b'level',b'2',b'regular'
5682696342,b'door',b'yes',b'regular'
